mission_id,profile,geometry_params,drone_preset,wind_profile,wind_direction_deg,wind_speed_min,wind_speed_max,waypoint_file,n_waypoints,validation,status
mission_00826,rectangle,"[200, 15, 1]",fast,moderate,45,5.0,8.0,mission_00826.waypoints,7,OK,pending
mission_00827,rectangle,"[200, 15, 1]",fast,moderate,90,5.0,8.0,mission_00827.waypoints,7,OK,pending
mission_00828,rectangle,"[200, 15, 1]",fast,moderate,135,5.0,8.0,mission_00828.waypoints,7,OK,pending
mission_00829,rectangle,"[200, 15, 1]",fast,gusty,0,3.0,10.0,mission_00829.waypoints,7,OK,pending
mission_00830,rectangle,"[200, 15, 1]",fast,gusty,45,3.0,10.0,mission_00830.waypoints,7,OK,pending
mission_00831,rectangle,"[200, 15, 1]",fast,gusty,90,3.0,10.0,mission_00831.waypoints,7,OK,pending
mission_00832,rectangle,"[200, 15, 1]",fast,gusty,135,3.0,10.0,mission_00832.waypoints,7,OK,pending
mission_00833,rectangle,"[200, 15, 2]",conservative,calm,0,0.0,1.0,mission_00833.waypoints,11,OK,pending
mission_00834,rectangle,"[200, 15, 2]",conservative,calm,45,0.0,1.0,mission_00834.waypoints,11,OK,pending
mission_00835,rectangle,"[200, 15, 2]",conservative,calm,90,0.0,1.0,mission_00835.waypoints,11,OK,pending
mission_00836,rectangle,"[200, 15, 2]",conservative,calm,135,0.0,1.0,mission_00836.waypoints,11,OK,pending
mission_00837,rectangle,"[200, 15, 2]",conservative,light,0,2.0,4.0,mission_00837.waypoints,11,OK,pending
mission_00838,rectangle,"[200, 15, 2]",conservative,light,45,2.0,4.0,mission_00838.waypoints,11,OK,pending
mission_00839,rectangle,"[200, 15, 2]",conservative,light,90,2.0,4.0,mission_00839.waypoints,11,OK,pending
mission_00840,rectangle,"[200, 15, 2]",conservative,light,135,2.0,4.0,mission_00840.waypoints,11,OK,pending
mission_00841,rectangle,"[200, 15, 2]",conservative,moderate,0,5.0,8.0,mission_00841.waypoints,11,OK,pending
mission_00842,rectangle,"[200, 15, 2]",conservative,moderate,45,5.0,8.0,mission_00842.waypoints,11,OK,pending
mission_00843,rectangle,"[200, 15, 2]",conservative,moderate,90,5.0,8.0,mission_00843.waypoints,11,OK,pending
mission_00844,rectangle,"[200, 15, 2]",conservative,moderate,135,5.0,8.0,mission_00844.waypoints,11,OK,pending
mission_00845,rectangle,"[200, 15, 2]",conservative,gusty,0,3.0,10.0,mission_00845.waypoints,11,OK,pending
mission_00846,rectangle,"[200, 15, 2]",conservative,gusty,45,3.0,10.0,mission_00846.waypoints,11,OK,pending
mission_00847,rectangle,"[200, 15, 2]",conservative,gusty,90,3.0,10.0,mission_00847.waypoints,11,OK,pending
mission_00848,rectangle,"[200, 15, 2]",conservative,gusty,135,3.0,10.0,mission_00848.waypoints,11,OK,pending
mission_00849,rectangle,"[200, 15, 2]",standard,calm,0,0.0,1.0,mission_00849.waypoints,11,OK,pending
mission_00850,rectangle,"[200, 15, 2]",standard,calm,45,0.0,1.0,mission_00850.waypoints,11,OK,pending
mission_00851,rectangle,"[200, 15, 2]",standard,calm,90,0.0,1.0,mission_00851.waypoints,11,OK,pending
mission_00852,rectangle,"[200, 15, 2]",standard,calm,135,0.0,1.0,mission_00852.waypoints,11,OK,pending
mission_00853,rectangle,"[200, 15, 2]",standard,light,0,2.0,4.0,mission_00853.waypoints,11,OK,pending
mission_00854,rectangle,"[200, 15, 2]",standard,light,45,2.0,4.0,mission_00854.waypoints,11,OK,pending
mission_00855,rectangle,"[200, 15, 2]",standard,light,90,2.0,4.0,mission_00855.waypoints,11,OK,pending
mission_00856,rectangle,"[200, 15, 2]",standard,light,135,2.0,4.0,mission_00856.waypoints,11,OK,pending
mission_00857,rectangle,"[200, 15, 2]",standard,moderate,0,5.0,8.0,mission_00857.waypoints,11,OK,pending
mission_00858,rectangle,"[200, 15, 2]",standard,moderate,45,5.0,8.0,mission_00858.waypoints,11,OK,pending
mission_00859,rectangle,"[200, 15, 2]",standard,moderate,90,5.0,8.0,mission_00859.waypoints,11,OK,pending
mission_00860,rectangle,"[200, 15, 2]",standard,moderate,135,5.0,8.0,mission_00860.waypoints,11,OK,pending
mission_00861,rectangle,"[200, 15, 2]",standard,gusty,0,3.0,10.0,mission_00861.waypoints,11,OK,pending
mission_00862,rectangle,"[200, 15, 2]",standard,gusty,45,3.0,10.0,mission_00862.waypoints,11,OK,pending
mission_00863,rectangle,"[200, 15, 2]",standard,gusty,90,3.0,10.0,mission_00863.waypoints,11,OK,pending
mission_00864,rectangle,"[200, 15, 2]",standard,gusty,135,3.0,10.0,mission_00864.waypoints,11,OK,pending
mission_00865,rectangle,"[200, 15, 2]",dynamic,calm,0,0.0,1.0,mission_00865.waypoints,11,OK,pending
mission_00866,rectangle,"[200, 15, 2]",dynamic,calm,45,0.0,1.0,mission_00866.waypoints,11,OK,pending
mission_00867,rectangle,"[200, 15, 2]",dynamic,calm,90,0.0,1.0,mission_00867.waypoints,11,OK,pending
mission_00868,rectangle,"[200, 15, 2]",dynamic,calm,135,0.0,1.0,mission_00868.waypoints,11,OK,pending
mission_00869,rectangle,"[200, 15, 2]",dynamic,light,0,2.0,4.0,mission_00869.waypoints,11,OK,pending
mission_00870,rectangle,"[200, 15, 2]",dynamic,light,45,2.0,4.0,mission_00870.waypoints,11,OK,pending
mission_00871,rectangle,"[200, 15, 2]",dynamic,light,90,2.0,4.0,mission_00871.waypoints,11,OK,pending
mission_00872,rectangle,"[200, 15, 2]",dynamic,light,135,2.0,4.0,mission_00872.waypoints,11,OK,pending
mission_00873,rectangle,"[200, 15, 2]",dynamic,moderate,0,5.0,8.0,mission_00873.waypoints,11,OK,pending
mission_00874,rectangle,"[200, 15, 2]",dynamic,moderate,45,5.0,8.0,mission_00874.waypoints,11,OK,pending
mission_00875,rectangle,"[200, 15, 2]",dynamic,moderate,90,5.0,8.0,mission_00875.waypoints,11,OK,pending
mission_00876,rectangle,"[200, 15, 2]",dynamic,moderate,135,5.0,8.0,mission_00876.waypoints,11,OK,pending
mission_00877,rectangle,"[200, 15, 2]",dynamic,gusty,0,3.0,10.0,mission_00877.waypoints,11,OK,pending
mission_00878,rectangle,"[200, 15, 2]",dynamic,gusty,45,3.0,10.0,mission_00878.waypoints,11,OK,pending
mission_00879,rectangle,"[200, 15, 2]",dynamic,gusty,90,3.0,10.0,mission_00879.waypoints,11,OK,pending
mission_00880,rectangle,"[200, 15, 2]",dynamic,gusty,135,3.0,10.0,mission_00880.waypoints,11,OK,pending
mission_00881,rectangle,"[200, 15, 2]",fast,calm,0,0.0,1.0,mission_00881.waypoints,11,OK,pending
mission_00882,rectangle,"[200, 15, 2]",fast,calm,45,0.0,1.0,mission_00882.waypoints,11,OK,pending
mission_00883,rectangle,"[200, 15, 2]",fast,calm,90,0.0,1.0,mission_00883.waypoints,11,OK,pending
mission_00884,rectangle,"[200, 15, 2]",fast,calm,135,0.0,1.0,mission_00884.waypoints,11,OK,pending
mission_00885,rectangle,"[200, 15, 2]",fast,light,0,2.0,4.0,mission_00885.waypoints,11,OK,pending
mission_00886,rectangle,"[200, 15, 2]",fast,light,45,2.0,4.0,mission_00886.waypoints,11,OK,pending
mission_00887,rectangle,"[200, 15, 2]",fast,light,90,2.0,4.0,mission_00887.waypoints,11,OK,pending
mission_00888,rectangle,"[200, 15, 2]",fast,light,135,2.0,4.0,mission_00888.waypoints,11,OK,pending
mission_00889,rectangle,"[200, 15, 2]",fast,moderate,0,5.0,8.0,mission_00889.waypoints,11,OK,pending
mission_00890,rectangle,"[200, 15, 2]",fast,moderate,45,5.0,8.0,mission_00890.waypoints,11,OK,pending
mission_00891,rectangle,"[200, 15, 2]",fast,moderate,90,5.0,8.0,mission_00891.waypoints,11,OK,pending
mission_00892,rectangle,"[200, 15, 2]",fast,moderate,135,5.0,8.0,mission_00892.waypoints,11,OK,pending
mission_00893,rectangle,"[200, 15, 2]",fast,gusty,0,3.0,10.0,mission_00893.waypoints,11,OK,pending
mission_00894,rectangle,"[200, 15, 2]",fast,gusty,45,3.0,10.0,mission_00894.waypoints,11,OK,pending
mission_00895,rectangle,"[200, 15, 2]",fast,gusty,90,3.0,10.0,mission_00895.waypoints,11,OK,pending
mission_00896,rectangle,"[200, 15, 2]",fast,gusty,135,3.0,10.0,mission_00896.waypoints,11,OK,pending
mission_00897,rectangle,"[200, 15, 3]",conservative,calm,0,0.0,1.0,mission_00897.waypoints,15,OK,pending
mission_00898,rectangle,"[200, 15, 3]",conservative,calm,45,0.0,1.0,mission_00898.waypoints,15,OK,pending
mission_00899,rectangle,"[200, 15, 3]",conservative,calm,90,0.0,1.0,mission_00899.waypoints,15,OK,pending
mission_00900,rectangle,"[200, 15, 3]",conservative,calm,135,0.0,1.0,mission_00900.waypoints,15,OK,pending
mission_00901,rectangle,"[200, 15, 3]",conservative,light,0,2.0,4.0,mission_00901.waypoints,15,OK,pending
mission_00902,rectangle,"[200, 15, 3]",conservative,light,45,2.0,4.0,mission_00902.waypoints,15,OK,pending
mission_00903,rectangle,"[200, 15, 3]",conservative,light,90,2.0,4.0,mission_00903.waypoints,15,OK,pending
mission_00904,rectangle,"[200, 15, 3]",conservative,light,135,2.0,4.0,mission_00904.waypoints,15,OK,pending
mission_00905,rectangle,"[200, 15, 3]",conservative,moderate,0,5.0,8.0,mission_00905.waypoints,15,OK,pending
mission_00906,rectangle,"[200, 15, 3]",conservative,moderate,45,5.0,8.0,mission_00906.waypoints,15,OK,pending
mission_00907,rectangle,"[200, 15, 3]",conservative,moderate,90,5.0,8.0,mission_00907.waypoints,15,OK,pending
mission_00908,rectangle,"[200, 15, 3]",conservative,moderate,135,5.0,8.0,mission_00908.waypoints,15,OK,pending
mission_00909,rectangle,"[200, 15, 3]",conservative,gusty,0,3.0,10.0,mission_00909.waypoints,15,OK,pending
mission_00910,rectangle,"[200, 15, 3]",conservative,gusty,45,3.0,10.0,mission_00910.waypoints,15,OK,pending
mission_00911,rectangle,"[200, 15, 3]",conservative,gusty,90,3.0,10.0,mission_00911.waypoints,15,OK,pending
mission_00912,rectangle,"[200, 15, 3]",conservative,gusty,135,3.0,10.0,mission_00912.waypoints,15,OK,pending
mission_00913,rectangle,"[200, 15, 3]",standard,calm,0,0.0,1.0,mission_00913.waypoints,15,OK,pending
mission_00914,rectangle,"[200, 15, 3]",standard,calm,45,0.0,1.0,mission_00914.waypoints,15,OK,pending
mission_00915,rectangle,"[200, 15, 3]",standard,calm,90,0.0,1.0,mission_00915.waypoints,15,OK,pending
mission_00916,rectangle,"[200, 15, 3]",standard,calm,135,0.0,1.0,mission_00916.waypoints,15,OK,pending
mission_00917,rectangle,"[200, 15, 3]",standard,light,0,2.0,4.0,mission_00917.waypoints,15,OK,pending
mission_00918,rectangle,"[200, 15, 3]",standard,light,45,2.0,4.0,mission_00918.waypoints,15,OK,pending
mission_00919,rectangle,"[200, 15, 3]",standard,light,90,2.0,4.0,mission_00919.waypoints,15,OK,pending
mission_00920,rectangle,"[200, 15, 3]",standard,light,135,2.0,4.0,mission_00920.waypoints,15,OK,pending
mission_00921,rectangle,"[200, 15, 3]",standard,moderate,0,5.0,8.0,mission_00921.waypoints,15,OK,pending
mission_00922,rectangle,"[200, 15, 3]",standard,moderate,45,5.0,8.0,mission_00922.waypoints,15,OK,pending
mission_00923,rectangle,"[200, 15, 3]",standard,moderate,90,5.0,8.0,mission_00923.waypoints,15,OK,pending
mission_00924,rectangle,"[200, 15, 3]",standard,moderate,135,5.0,8.0,mission_00924.waypoints,15,OK,pending
mission_00925,rectangle,"[200, 15, 3]",standard,gusty,0,3.0,10.0,mission_00925.waypoints,15,OK,pending
mission_00926,rectangle,"[200, 15, 3]",standard,gusty,45,3.0,10.0,mission_00926.waypoints,15,OK,pending
mission_00927,rectangle,"[200, 15, 3]",standard,gusty,90,3.0,10.0,mission_00927.waypoints,15,OK,pending
mission_00928,rectangle,"[200, 15, 3]",standard,gusty,135,3.0,10.0,mission_00928.waypoints,15,OK,pending
mission_00929,rectangle,"[200, 15, 3]",dynamic,calm,0,0.0,1.0,mission_00929.waypoints,15,OK,pending
mission_00930,rectangle,"[200, 15, 3]",dynamic,calm,45,0.0,1.0,mission_00930.waypoints,15,OK,pending
mission_00931,rectangle,"[200, 15, 3]",dynamic,calm,90,0.0,1.0,mission_00931.waypoints,15,OK,pending
mission_00932,rectangle,"[200, 15, 3]",dynamic,calm,135,0.0,1.0,mission_00932.waypoints,15,OK,pending
mission_00933,rectangle,"[200, 15, 3]",dynamic,light,0,2.0,4.0,mission_00933.waypoints,15,OK,pending
mission_00934,rectangle,"[200, 15, 3]",dynamic,light,45,2.0,4.0,mission_00934.waypoints,15,OK,pending
mission_00935,rectangle,"[200, 15, 3]",dynamic,light,90,2.0,4.0,mission_00935.waypoints,15,OK,pending
mission_00936,rectangle,"[200, 15, 3]",dynamic,light,135,2.0,4.0,mission_00936.waypoints,15,OK,pending
mission_00937,rectangle,"[200, 15, 3]",dynamic,moderate,0,5.0,8.0,mission_00937.waypoints,15,OK,pending
mission_00938,rectangle,"[200, 15, 3]",dynamic,moderate,45,5.0,8.0,mission_00938.waypoints,15,OK,pending
mission_00939,rectangle,"[200, 15, 3]",dynamic,moderate,90,5.0,8.0,mission_00939.waypoints,15,OK,pending
mission_00940,rectangle,"[200, 15, 3]",dynamic,moderate,135,5.0,8.0,mission_00940.waypoints,15,OK,pending
mission_00941,rectangle,"[200, 15, 3]",dynamic,gusty,0,3.0,10.0,mission_00941.waypoints,15,OK,pending
mission_00942,rectangle,"[200, 15, 3]",dynamic,gusty,45,3.0,10.0,mission_00942.waypoints,15,OK,pending
mission_00943,rectangle,"[200, 15, 3]",dynamic,gusty,90,3.0,10.0,mission_00943.waypoints,15,OK,pending
mission_00944,rectangle,"[200, 15, 3]",dynamic,gusty,135,3.0,10.0,mission_00944.waypoints,15,OK,pending
mission_00945,rectangle,"[200, 15, 3]",fast,calm,0,0.0,1.0,mission_00945.waypoints,15,OK,pending
mission_00946,rectangle,"[200, 15, 3]",fast,calm,45,0.0,1.0,mission_00946.waypoints,15,OK,pending
mission_00947,rectangle,"[200, 15, 3]",fast,calm,90,0.0,1.0,mission_00947.waypoints,15,OK,pending
mission_00948,rectangle,"[200, 15, 3]",fast,calm,135,0.0,1.0,mission_00948.waypoints,15,OK,pending
mission_00949,rectangle,"[200, 15, 3]",fast,light,0,2.0,4.0,mission_00949.waypoints,15,OK,pending
mission_00950,rectangle,"[200, 15, 3]",fast,light,45,2.0,4.0,mission_00950.waypoints,15,OK,pending
mission_00951,rectangle,"[200, 15, 3]",fast,light,90,2.0,4.0,mission_00951.waypoints,15,OK,pending
mission_00952,rectangle,"[200, 15, 3]",fast,light,135,2.0,4.0,mission_00952.waypoints,15,OK,pending
mission_00953,rectangle,"[200, 15, 3]",fast,moderate,0,5.0,8.0,mission_00953.waypoints,15,OK,pending
mission_00954,rectangle,"[200, 15, 3]",fast,moderate,45,5.0,8.0,mission_00954.waypoints,15,OK,pending
mission_00955,rectangle,"[200, 15, 3]",fast,moderate,90,5.0,8.0,mission_00955.waypoints,15,OK,pending
mission_00956,rectangle,"[200, 15, 3]",fast,moderate,135,5.0,8.0,mission_00956.waypoints,15,OK,pending
mission_00957,rectangle,"[200, 15, 3]",fast,gusty,0,3.0,10.0,mission_00957.waypoints,15,OK,pending
mission_00958,rectangle,"[200, 15, 3]",fast,gusty,45,3.0,10.0,mission_00958.waypoints,15,OK,pending
mission_00959,rectangle,"[200, 15, 3]",fast,gusty,90,3.0,10.0,mission_00959.waypoints,15,OK,pending
mission_00960,rectangle,"[200, 15, 3]",fast,gusty,135,3.0,10.0,mission_00960.waypoints,15,OK,pending
mission_00961,rectangle,"[200, 30, 1]",conservative,calm,0,0.0,1.0,mission_00961.waypoints,7,OK,pending
mission_00962,rectangle,"[200, 30, 1]",conservative,calm,45,0.0,1.0,mission_00962.waypoints,7,OK,pending
mission_00963,rectangle,"[200, 30, 1]",conservative,calm,90,0.0,1.0,mission_00963.waypoints,7,OK,pending
mission_00964,rectangle,"[200, 30, 1]",conservative,calm,135,0.0,1.0,mission_00964.waypoints,7,OK,pending
mission_00965,rectangle,"[200, 30, 1]",conservative,light,0,2.0,4.0,mission_00965.waypoints,7,OK,pending
mission_00966,rectangle,"[200, 30, 1]",conservative,light,45,2.0,4.0,mission_00966.waypoints,7,OK,pending
mission_00967,rectangle,"[200, 30, 1]",conservative,light,90,2.0,4.0,mission_00967.waypoints,7,OK,pending
mission_00968,rectangle,"[200, 30, 1]",conservative,light,135,2.0,4.0,mission_00968.waypoints,7,OK,pending
mission_00969,rectangle,"[200, 30, 1]",conservative,moderate,0,5.0,8.0,mission_00969.waypoints,7,OK,pending
mission_00970,rectangle,"[200, 30, 1]",conservative,moderate,45,5.0,8.0,mission_00970.waypoints,7,OK,pending
mission_00971,rectangle,"[200, 30, 1]",conservative,moderate,90,5.0,8.0,mission_00971.waypoints,7,OK,pending
mission_00972,rectangle,"[200, 30, 1]",conservative,moderate,135,5.0,8.0,mission_00972.waypoints,7,OK,pending
mission_00973,rectangle,"[200, 30, 1]",conservative,gusty,0,3.0,10.0,mission_00973.waypoints,7,OK,pending
mission_00974,rectangle,"[200, 30, 1]",conservative,gusty,45,3.0,10.0,mission_00974.waypoints,7,OK,pending
mission_00975,rectangle,"[200, 30, 1]",conservative,gusty,90,3.0,10.0,mission_00975.waypoints,7,OK,pending
mission_00976,rectangle,"[200, 30, 1]",conservative,gusty,135,3.0,10.0,mission_00976.waypoints,7,OK,pending
mission_00977,rectangle,"[200, 30, 1]",standard,calm,0,0.0,1.0,mission_00977.waypoints,7,OK,pending
mission_00978,rectangle,"[200, 30, 1]",standard,calm,45,0.0,1.0,mission_00978.waypoints,7,OK,pending
mission_00979,rectangle,"[200, 30, 1]",standard,calm,90,0.0,1.0,mission_00979.waypoints,7,OK,pending
mission_00980,rectangle,"[200, 30, 1]",standard,calm,135,0.0,1.0,mission_00980.waypoints,7,OK,pending
mission_00981,rectangle,"[200, 30, 1]",standard,light,0,2.0,4.0,mission_00981.waypoints,7,OK,pending
mission_00982,rectangle,"[200, 30, 1]",standard,light,45,2.0,4.0,mission_00982.waypoints,7,OK,pending
mission_00983,rectangle,"[200, 30, 1]",standard,light,90,2.0,4.0,mission_00983.waypoints,7,OK,pending
mission_00984,rectangle,"[200, 30, 1]",standard,light,135,2.0,4.0,mission_00984.waypoints,7,OK,pending
mission_00985,rectangle,"[200, 30, 1]",standard,moderate,0,5.0,8.0,mission_00985.waypoints,7,OK,pending
mission_00986,rectangle,"[200, 30, 1]",standard,moderate,45,5.0,8.0,mission_00986.waypoints,7,OK,pending
mission_00987,rectangle,"[200, 30, 1]",standard,moderate,90,5.0,8.0,mission_00987.waypoints,7,OK,pending
mission_00988,rectangle,"[200, 30, 1]",standard,moderate,135,5.0,8.0,mission_00988.waypoints,7,OK,pending
mission_00989,rectangle,"[200, 30, 1]",standard,gusty,0,3.0,10.0,mission_00989.waypoints,7,OK,pending
mission_00990,rectangle,"[200, 30, 1]",standard,gusty,45,3.0,10.0,mission_00990.waypoints,7,OK,pending
mission_00991,rectangle,"[200, 30, 1]",standard,gusty,90,3.0,10.0,mission_00991.waypoints,7,OK,pending
mission_00992,rectangle,"[200, 30, 1]",standard,gusty,135,3.0,10.0,mission_00992.waypoints,7,OK,pending
mission_00993,rectangle,"[200, 30, 1]",dynamic,calm,0,0.0,1.0,mission_00993.waypoints,7,OK,pending
mission_00994,rectangle,"[200, 30, 1]",dynamic,calm,45,0.0,1.0,mission_00994.waypoints,7,OK,pending
mission_00995,rectangle,"[200, 30, 1]",dynamic,calm,90,0.0,1.0,mission_00995.waypoints,7,OK,pending
mission_00996,rectangle,"[200, 30, 1]",dynamic,calm,135,0.0,1.0,mission_00996.waypoints,7,OK,pending
mission_00997,rectangle,"[200, 30, 1]",dynamic,light,0,2.0,4.0,mission_00997.waypoints,7,OK,pending
mission_00998,rectangle,"[200, 30, 1]",dynamic,light,45,2.0,4.0,mission_00998.waypoints,7,OK,pending
mission_00999,rectangle,"[200, 30, 1]",dynamic,light,90,2.0,4.0,mission_00999.waypoints,7,OK,pending
mission_01000,rectangle,"[200, 30, 1]",dynamic,light,135,2.0,4.0,mission_01000.waypoints,7,OK,pending
mission_01001,rectangle,"[200, 30, 1]",dynamic,moderate,0,5.0,8.0,mission_01001.waypoints,7,OK,pending
mission_01002,rectangle,"[200, 30, 1]",dynamic,moderate,45,5.0,8.0,mission_01002.waypoints,7,OK,pending
mission_01003,rectangle,"[200, 30, 1]",dynamic,moderate,90,5.0,8.0,mission_01003.waypoints,7,OK,pending
mission_01004,rectangle,"[200, 30, 1]",dynamic,moderate,135,5.0,8.0,mission_01004.waypoints,7,OK,pending
mission_01005,rectangle,"[200, 30, 1]",dynamic,gusty,0,3.0,10.0,mission_01005.waypoints,7,OK,pending
mission_01006,rectangle,"[200, 30, 1]",dynamic,gusty,45,3.0,10.0,mission_01006.waypoints,7,OK,pending
mission_01007,rectangle,"[200, 30, 1]",dynamic,gusty,90,3.0,10.0,mission_01007.waypoints,7,OK,pending
mission_01008,rectangle,"[200, 30, 1]",dynamic,gusty,135,3.0,10.0,mission_01008.waypoints,7,OK,pending
mission_01009,rectangle,"[200, 30, 1]",fast,calm,0,0.0,1.0,mission_01009.waypoints,7,OK,pending
mission_01010,rectangle,"[200, 30, 1]",fast,calm,45,0.0,1.0,mission_01010.waypoints,7,OK,pending
mission_01011,rectangle,"[200, 30, 1]",fast,calm,90,0.0,1.0,mission_01011.waypoints,7,OK,pending
mission_01012,rectangle,"[200, 30, 1]",fast,calm,135,0.0,1.0,mission_01012.waypoints,7,OK,pending
mission_01013,rectangle,"[200, 30, 1]",fast,light,0,2.0,4.0,mission_01013.waypoints,7,OK,pending
mission_01014,rectangle,"[200, 30, 1]",fast,light,45,2.0,4.0,mission_01014.waypoints,7,OK,pending
mission_01015,rectangle,"[200, 30, 1]",fast,light,90,2.0,4.0,mission_01015.waypoints,7,OK,pending
mission_01016,rectangle,"[200, 30, 1]",fast,light,135,2.0,4.0,mission_01016.waypoints,7,OK,pending
mission_01017,rectangle,"[200, 30, 1]",fast,moderate,0,5.0,8.0,mission_01017.waypoints,7,OK,pending
mission_01018,rectangle,"[200, 30, 1]",fast,moderate,45,5.0,8.0,mission_01018.waypoints,7,OK,pending
mission_01019,rectangle,"[200, 30, 1]",fast,moderate,90,5.0,8.0,mission_01019.waypoints,7,OK,pending
mission_01020,rectangle,"[200, 30, 1]",fast,moderate,135,5.0,8.0,mission_01020.waypoints,7,OK,pending
mission_01021,rectangle,"[200, 30, 1]",fast,gusty,0,3.0,10.0,mission_01021.waypoints,7,OK,pending
mission_01022,rectangle,"[200, 30, 1]",fast,gusty,45,3.0,10.0,mission_01022.waypoints,7,OK,pending
mission_01023,rectangle,"[200, 30, 1]",fast,gusty,90,3.0,10.0,mission_01023.waypoints,7,OK,pending
mission_01024,rectangle,"[200, 30, 1]",fast,gusty,135,3.0,10.0,mission_01024.waypoints,7,OK,pending
mission_01025,rectangle,"[200, 30, 2]",conservative,calm,0,0.0,1.0,mission_01025.waypoints,11,OK,pending
mission_01026,rectangle,"[200, 30, 2]",conservative,calm,45,0.0,1.0,mission_01026.waypoints,11,OK,pending
mission_01027,rectangle,"[200, 30, 2]",conservative,calm,90,0.0,1.0,mission_01027.waypoints,11,OK,pending
mission_01028,rectangle,"[200, 30, 2]",conservative,calm,135,0.0,1.0,mission_01028.waypoints,11,OK,pending
mission_01029,rectangle,"[200, 30, 2]",conservative,light,0,2.0,4.0,mission_01029.waypoints,11,OK,pending
mission_01030,rectangle,"[200, 30, 2]",conservative,light,45,2.0,4.0,mission_01030.waypoints,11,OK,pending
mission_01031,rectangle,"[200, 30, 2]",conservative,light,90,2.0,4.0,mission_01031.waypoints,11,OK,pending
mission_01032,rectangle,"[200, 30, 2]",conservative,light,135,2.0,4.0,mission_01032.waypoints,11,OK,pending
mission_01033,rectangle,"[200, 30, 2]",conservative,moderate,0,5.0,8.0,mission_01033.waypoints,11,OK,pending
mission_01034,rectangle,"[200, 30, 2]",conservative,moderate,45,5.0,8.0,mission_01034.waypoints,11,OK,pending
mission_01035,rectangle,"[200, 30, 2]",conservative,moderate,90,5.0,8.0,mission_01035.waypoints,11,OK,pending
mission_01036,rectangle,"[200, 30, 2]",conservative,moderate,135,5.0,8.0,mission_01036.waypoints,11,OK,pending
mission_01037,rectangle,"[200, 30, 2]",conservative,gusty,0,3.0,10.0,mission_01037.waypoints,11,OK,pending
mission_01038,rectangle,"[200, 30, 2]",conservative,gusty,45,3.0,10.0,mission_01038.waypoints,11,OK,pending
mission_01039,rectangle,"[200, 30, 2]",conservative,gusty,90,3.0,10.0,mission_01039.waypoints,11,OK,pending
mission_01040,rectangle,"[200, 30, 2]",conservative,gusty,135,3.0,10.0,mission_01040.waypoints,11,OK,pending
mission_01041,rectangle,"[200, 30, 2]",standard,calm,0,0.0,1.0,mission_01041.waypoints,11,OK,pending
mission_01042,rectangle,"[200, 30, 2]",standard,calm,45,0.0,1.0,mission_01042.waypoints,11,OK,pending
mission_01043,rectangle,"[200, 30, 2]",standard,calm,90,0.0,1.0,mission_01043.waypoints,11,OK,pending
mission_01044,rectangle,"[200, 30, 2]",standard,calm,135,0.0,1.0,mission_01044.waypoints,11,OK,pending
mission_01045,rectangle,"[200, 30, 2]",standard,light,0,2.0,4.0,mission_01045.waypoints,11,OK,pending
mission_01046,rectangle,"[200, 30, 2]",standard,light,45,2.0,4.0,mission_01046.waypoints,11,OK,pending
mission_01047,rectangle,"[200, 30, 2]",standard,light,90,2.0,4.0,mission_01047.waypoints,11,OK,pending
mission_01048,rectangle,"[200, 30, 2]",standard,light,135,2.0,4.0,mission_01048.waypoints,11,OK,pending
mission_01049,rectangle,"[200, 30, 2]",standard,moderate,0,5.0,8.0,mission_01049.waypoints,11,OK,pending
mission_01050,rectangle,"[200, 30, 2]",standard,moderate,45,5.0,8.0,mission_01050.waypoints,11,OK,pending
mission_01051,rectangle,"[200, 30, 2]",standard,moderate,90,5.0,8.0,mission_01051.waypoints,11,OK,pending
mission_01052,rectangle,"[200, 30, 2]",standard,moderate,135,5.0,8.0,mission_01052.waypoints,11,OK,pending
mission_01053,rectangle,"[200, 30, 2]",standard,gusty,0,3.0,10.0,mission_01053.waypoints,11,OK,pending
mission_01054,rectangle,"[200, 30, 2]",standard,gusty,45,3.0,10.0,mission_01054.waypoints,11,OK,pending
mission_01055,rectangle,"[200, 30, 2]",standard,gusty,90,3.0,10.0,mission_01055.waypoints,11,OK,pending
mission_01056,rectangle,"[200, 30, 2]",standard,gusty,135,3.0,10.0,mission_01056.waypoints,11,OK,pending
mission_01057,rectangle,"[200, 30, 2]",dynamic,calm,0,0.0,1.0,mission_01057.waypoints,11,OK,pending
mission_01058,rectangle,"[200, 30, 2]",dynamic,calm,45,0.0,1.0,mission_01058.waypoints,11,OK,pending
mission_01059,rectangle,"[200, 30, 2]",dynamic,calm,90,0.0,1.0,mission_01059.waypoints,11,OK,pending
mission_01060,rectangle,"[200, 30, 2]",dynamic,calm,135,0.0,1.0,mission_01060.waypoints,11,OK,pending
mission_01061,rectangle,"[200, 30, 2]",dynamic,light,0,2.0,4.0,mission_01061.waypoints,11,OK,pending
mission_01062,rectangle,"[200, 30, 2]",dynamic,light,45,2.0,4.0,mission_01062.waypoints,11,OK,pending
mission_01063,rectangle,"[200, 30, 2]",dynamic,light,90,2.0,4.0,mission_01063.waypoints,11,OK,pending
mission_01064,rectangle,"[200, 30, 2]",dynamic,light,135,2.0,4.0,mission_01064.waypoints,11,OK,pending
mission_01065,rectangle,"[200, 30, 2]",dynamic,moderate,0,5.0,8.0,mission_01065.waypoints,11,OK,pending
